id,sentence,difficulty
765,"Chaque soir de mon enfance, je rentrais à la maison poursuivi par l'école.",B1
766,"Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle', ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés.",C1
767,Elles auraient pu devenir de très grandes amies si elles s'étaient connues avant.,B2
768,"Et après le film, je l'emmène dîner dans un restaurant romantique",A2
769,L'été c'est le 21 juin et les beaux jours sont là !,A1
770,"Leur intention étant de dégager la philosophie de certains faits constants et courants, ils devront souvent corriger les événements au profit de la vraisemblance et au détriment de la vérité, car le vrai peut quelquefois n'être pas vraisemblable.",C1
771,La mer est toujours calme au petit jour.,A2
772,"Des nattes posées sur les tapis permettent de dormir à même le sol dans les tentes, avec ou sans une couverture de laine de mouton.",B2
773,"Bien, l'enquête est terminée, madame.",A2
774,Les Mimivirus forment le premier genre de virus géant découvert au monde.,C1
775,"Enfin, les producteurs s'inquiètent de la pollution que peuvent entraîner ces équipements qui contiennent parfois des substances dangereuses.",B2
776,"Quelques sermons de quelques hypocondriaques sont-ils à ce point, parvenus à déconcilier l'Algérien avec sa santé ?",C2
777,"Grâce à l'intervention de monsieur Ibrahim, le monde des adultes s'était fissuré, il n'offrait pas le même mur uniforme contre lequel je me cognais, une main se tendait à travers une fente.",B2
778,Je vous appellerais au cas où il y a aurait un problème.,B1
779,C'est ici que je cuisine des gâteaux et des pâtisseries.,A2
780,Le jour de Pâques est le jour de la résurrection du Christ,B1
781,Ils ne vont pas à la manifestation parce qu'ils n'ont pas pu prendre de jours de congé.,B1
782,"Elles établissent cinq catégories : se mettre au vert, se mettre à son compte, se consacrer aux autres, vivre sa passion, partir loin.",C1
783,L'objectif est de proposer aux élèves des techniques efficaces de recherche d'informations.,B2
784,Il apprendra à ne pas courir après un ballon ou à ne pas avoir peur du klaxon des voitures.,B1
785,"À la suite du retrait planifié de la navette spatiale américaine, la NASA lance un appel d'offres pour le transport d'une partie du fret et des équipages qui ne peut être pris en charge par les vaisseaux existants.",C2
786,La connexion ne fonctionne plus.,A1
787,Le cours de géographie est annulé.,A1
788,"Puis, plus grand, je découvrais les métiers de policier et d'avocat dans un film.",A2
789,Qui a aidé le paysan à tromper le démon ?,B1
790,Il a dû téléphoner au médecin de garde.,B1
791,Un peuple dont on ne connaît pas le nom.,B1
792,"Je me suis concentré sur les pousses rapides : laitue, kale, chou kale, chou frisé.",B2
793,Que donne le Père éternel à cet animal ?,A2
794,"Elle a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je connais.",B1
795,Laura est la soeur de Julie.,A1
796,Je suis heureuse de vous revoir le mois prochain,B1
797,C'est en tout cas ce que pensait Capek dans son livre fondateur.,A2
798,"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre",A2
799,"Alors, tu as vu le film, tu as écrit un texte et tu as décrit l'histoire.",A2
800,J'aime les voyages et la littérature russe.,A1
801,Il s'avère extrêmement difficile de lutter contre le téléchargement illégal.,B2
802,"Il sait bien cuisiner alors en général, il prépare aussi le repas.",A2
803,"À proscrire également : les hypocrites qui portent leurs enfants en écharpe pour donner une image positive de leur conception de leur paternité, mais ne font guère que ça, estimant avoir fait leur part une fois rentrés à la maison.",B2
804,"""La batterie est en dessous du niveau nécessaire pour faire fonctionner l'ordinateur central"", a dit M. Ulamec.",B1
805,Il fait beau dehors.,A1
806,Je profite aussi du petit déjeuner pour lire les infos en ligne,A1
807,Oui ça va.,A1
808,"La seule chose qui me vienne à l'esprit, ce sont les cartes d'anniversaire.",B1
809,Vous aimez l'aventure ?,A2
810,"Nous sommes pris en otages par des imposteurs, par des maniaques du pré-cuit et de la vinaigrette en sachet !",B2
811,L'histoire que je vais vous lire s'intitule Le berger et le Dragon.,A2
812,Comment tu t'appelles ?,A1
813,"Les tentes des nomades offrent un asile tempéré, à condition d'être ouvertes pour favoriser l'installation d'un courant d'air qui évacue la chaleur.",B2
814,"Ce cadeau me transporta instantanément dans un monde imaginaire où je passais des heures entières à jouer à la coiffeuse avec mes clients imaginaires et mes poupées et pendant longtemps, je nourris le désir d'être coiffeuse",C1
815,Quel films est-ce que tu préfères ?,A2
816,Je mets mon portable dans la poche de ma veste.,A1
817,"Finalement chez Hegel comme chez Hôlderlin, la révélation chrétienne apparaît comme un approfondissement de la révélation païenne, comme une réconciliation plus profonde de l'infini et du fini.",C2
818,"Ce livre dresse une liste d'erreurs de langage, d'anglicismes, de pléonasmes, de néologismes et barbarismes classés par ordre alphabétique.",C2
819,Ce peuple a seulement des contacts avec des voyageurs égarés et quelques marchands.,B2
820,C'est pour la photo !,A1
821,"Pourtant, comme d'habitude, elle est attentive et calme.",A2
822,Pourquoi finalement le démon est-il retourné dans le trou sans fond ?,B1
823,Mais où est Alice ?,A1
824,Un enfant : Regarde les oeufs !,A2
825,"Le principe général adopté pour identifier les zones de vulnérabilité repose sur la ""méthode de la suppression"" : partant d'une certaine métrique de connectivité calculée pour l'ensemble du graphe, elle consiste à simuler successivement la suppression de tous les éléments du graphe (taches ou liens) et à calculer pour chacun le taux de variation entre la valeur initiale de la métrique et la valeur tenant compte de la suppression.",C1
826,Pour le dessert il y a de la mousse au chocolat.,A1
827,Un beau succès d'estime.,C1
828,"""Me voilà."" Quand la femme vit le berger, elle cessa de pleurer, et dit: ""Eh bien, où avez-vous été tout l'hiver ?""",B1
829,Personne n'a envie de vivre dans la rue.,A2
830,Elle est chanteuse.,A1
831,"Les arêtes de ce réseau sont les chemins parcourus, qui esquintent les pieds et abîment l'allure ; les noeuds se composent des lieux d'accueil, où les vagabonds aspirent au repos physique et moral, mais qu'ils obtiennent rarement.",C2
832,Je vais me promener dans le parc avec mon camarade.,A2
833,Il entendit un grand cri venant du fond des bois.,C1
834,"L'enseignant, l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe inversée.",C2
835,"Ça change que tout le monde au XIXe siècle était obligé de comprendre le français pour aller à la mairie, au service militaire ou encore pour lire la presse.",A2
836,"Le verbe cacher signifie ""mettre quelque chose ou quelqu'un quelque part, les dissimuler, les garder dans un lieu secret.""",B1
837,"Alors j'ai envie de vous poser une première question, l'école a-t-elle aujourd'hui la même fonction qu'hier ?",A2
838,"Ces rejetons gâtés des Trente Glorieuses ont instauré la dictature de la jeunesse, dynamité les valeurs de leurs parents, accaparé les leviers du pouvoir politique, économique, culturel, médiatique.",C1
839,"Alors, tu vois le film, tu écris un texte et tu décris l'histoire correctement.",A2
840,"Pour ne pas être malade, lave-toi souvent les mains et ne bois pas dans le verre d'un autre enfant.",A2
841,"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1
842,C'est le château.,A1
843,À la semaine prochaine.,A1
844,Et pourquoi le sont-elles ?,B1
845,Le temps s'achève.,A2
846,"Le lendemain, le général autrichien fit appeler le comte Pietranera, le reçut avec toute la distinction possible, et l'assura que sa pension de retraite ne tarderait pas à être liquidée sur le pied le plus avantageux.",C1
847,Il y aura bientôt une salle de consommation à moindre risque pour les toxicomanes,B2
848,"""Et nous disposons de technologies capables d'accroître considérablement la productivité des exploitations agricoles et de mieux maîtriser les ressources en eau"", précise-t-il.",C1
849,Or Skype refuse de donner aux autorités policières les clés qui leur permettraient de décoder les conversations téléphoniques des suspects faites avec le logiciel.,C1
850,Comment s'appelle le directeur pour lequel vous travaillez ?,B1
851,"La misandrie est une haine-réponse, dans un contexte de domination patriarcale qui est lui-même violent envers les femmes.",C2
852,C'est loin de Paris ça !,A1
853,"En attendant, de petites formations d'initiation à l'algorithmique et au langage informatique ont été réalisées pour les professeurs des écoles et des collèges, les inspecteurs et les formateurs d'IUFM (Institut Universitaire de Formation des Maîtres).",B2
854,Je voudrais un café s'il-vous-plaît !,A1
855,"L'essor du numérique et les nouvelles technologies promettent d'accroître la productivité en stimulant l'innovation, en générant des gains d'efficience et en améliorant les services.",C1
856,Comment vont les enfants ?,B1
857,Il aurait tant voulu les accompagner !,B1
858,Qui est Azaël ?,A1
859,Je me disais alors que je voulais aussi combattre pour la justice,A2
860,Tu était déjà allé voir cette pièce de théâtre ?,A2
861,"C'est déjà le lundi, et toute la semaine recommence.",A2
862,"Mais ma plus grande passion, c'est l'art.",A2
863,On n'a pas peur de travailler.,A2
864,J'aime le sport.,A1
865,"Ellénore craignait, en se montrant inflexible, de voir se renouveler des imprudences qui l'alarmaient pour elle et pour moi.",C2
866,Il ne reste pas seul chez lui ce soir,A1
867,"Qu'ils soient mariés depuis des années ou vivant pour la première fois sous le même toit, le confinement va mettre tous les couples à l'épreuve.",B1
868,"Soulignant, en préambule, la manière très différente dont le projet avait été abordé par l'Assemblée nationale et par le Sénat, M. Bernard Roman, rapporteur pour l'Assemblée nationale a considéré que cette divergence de fond était peu propice à la poursuite d'une discussion fructueuse en commission mixte paritaire.",C2
869,Je voudrais tellement que tout le monde admire mes tableaux !,B1
870,J'ai la carte jeune.,A1
871,"C'est une bonne nouvelle, mais comment je vais faire dans une si grande ville alors que j'adore la nature?",A2
872,"En ces temps où un virus soumet nos existences, déjoue nos projets, crée partout un climat d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous mènent les connaissances naturelles.",C2
873,"Lucie s'avançait, à demi soutenue par ses femmes, une couronne d'oranger dans les cheveux, et plus pâle que le satin blanc de sa robe.",C1
874,Vous êtes partie.,A1
875,"Mains jointes, et un sang de velours dans les veines, ils contemplaient le ciel sublime et leur amour dans les palpitantes étoiles, bénissantes là haut.",C2
876,"De la loi Toubon aux exigences de passage de musique en langue française à la radio, notre protectionnisme culturel fait tout son possible pour nous protéger des langues étrangères",C2
877,"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des hommes, les remplacent dans tous leurs travaux (guerre incluse) avant de se rebeller contre l'humanité aveulie par le loisir et de l'anéantir.",C1
878,"Le soir, je regarde la télé jusqu'à 11 heures.",A1
879,"La haie formait comme une suite de chapelles qui disparaissaient sous la jonchée de leurs fleurs amoncelées en reposoir ; au-dessous d'elles, le soleil posait à terre un quadrillage de clarté, comme s'il venait de traverser une verrière ; leur parfum s'étendait aussi onctueux, aussi délimité en sa forme que si j'eusse été devant l'autel de la Vierge, et les fleurs, aussi parées, tenaient chacune d'un air distrait son étincelant bouquet d'étamines, fines et rayonnantes nervures de style flamboyant comme celles qui à l'église ajouraient la rampe du jubé ou les meneaux du vitrail et qui s'épanouissaient en blanche chair de fleur de fraisier.",C2
880,Il ne peut pas voler et partir avec sa famille et ses amis vers les pays chauds.,A2
881,"Pour les produits qui sont humides ou les surgelés, notre solution pour le moment, c'est de doubler les sacs""",B1
882,"Attention, vous devez certifier conformes la version papier des statuts de votre entreprise et celle de votre pièce d'identité, puis vous devez les signer de façon manuscrite avant de les scanner.",B2
883,"Ils se sont dits des mots d'amour, des mots de tous les jours!",B1
884,"Le père de l'enfant s'en était allé six mois auparavant, victime de la fièvre : Guido Volkbein, Juif d'ascendance italienne, avait été à la fois un gourmet et un dandy, qui n'apparaissait jamais en public sans que le ruban de quelque distinction parfaitement inconnue ne teintât sa boutonnière d'un filet discret.",C2
885,"Si l'école a une mission aujourd'hui, c'est bien celle-là.",A2
886,"En revanche, les Etats pourront refuser l'utilisation de ces arbres OGM en fonction de leur législation.",C1
887,"On peut donner plein d'exemples : détails du livre éliminés dans le film, changements concernant l'intrigue, acteurs qui ne correspondent pas à l'image des personnages qu'on s'était faite pendant la lecture.",B2
888,J'ai raccroché et j'ai ri.,A2
889,Elle apprécie le quartier dans lequel elle vit.,A1
890,Grande-Bretagne et Allemagne refusent de participer si le fonds doit aider ces pays.,C1
891,"Très présente dans l'alimentation antillaise, la morue a été introduite aux Petites Antilles par les premiers colons",C1
892,"Après nous être époumonées sur ""Come what may"", et après avoir bavé sur le beau Ewan McGregor, on sautera dans un Uber pour continuer la soirée dans notre club préféré qui, lui aussi, aura un thème spécial",C1
893,"Ensuite, suivre l'exemple des viticulteurs qui ont su, eux, se remettre en cause, opérant une réforme qui porte aujourd'hui ses fruits.",B2
894,"D'autre part, nous projetons d'externaliser en partie les essais cliniques pour deux raisons.",B2
895,Nous crûmes longtemps que nos ancêtres eurent vécu une vie de rêve.,C2
896,Il est primordial que le gouvernement poursuive ses efforts pour conforter la reprise économique dans ce pays,C2
897,"Celle-ci, sans enfant, reporte toute son affection sur Léonard, mais elle meurt très jeune en couches, en 1464.",C2
898,"Chaque fin de semaine, ils partaient ensemble en ran- donnée dans les Alpes",C1
899,"Des vacances mémorables pour leurs cinq ans ensemble, Laurence et Arnaud se sont organisé des vacances de rêve",B2
900,"C'est l'instru - l'instrumental - qui va faire sortir les mots de ma tête, en fait",A2
901,"Après la campagne Zéro Prospectus lancée par ELederc en septembre 2010, c'est au tour des principaux distributeurs de prospectus, via l'Observatoire du Hors Média de relancer la polémique sur l'usage du papier à des fins commerciales",B2
902,"Car depuis ce dimanche, l'utilisation des sacs en plastique fins est interdite dans tout l'État de New York sous peine d'une amende de 250 dollars",B1
903,Vous pouvez également poser une question en ligne aux juristes du greffe qui vous répondent très rapidement.,B2
904,"En vingt ans, leur nombre est passé de 4 500 à plus de 30 000, selon la direction du Tourisme du ministère de l'Emploi, qui ne recense que les maisons d'hôtes labellisées par les principales organisations touristiques.",C1
905,"""Le manque de temps ou la faible médiatisation du sport féminin peuvent expliquer la moindre pratique physique ou sportive des jeunes femmes"", note cette étude d'Insee Première.",B2
906,Se précipiter avec violence sur une personne ou sur quelque chose.,B1
907,"Je suis désole, mais je suis resté en arrière avec tes histoires.",B1
908,Français et mathématiques sont - personne ne s'en étonnera - les deux disciplines les plus révisées durant l'été,C2
909,"Quant aux entreprises étrangères, elles ont fait de même . en France",B2
910,"Le montant des dépenses électorales est plafonné, sous réserve d'aménagements pour les circonscriptions particulières.",C1
911,"Elle évoque un autre point : ""Encore aujourd'hui, certains pensent qu'un enfant élevé dans deux langues différentes réussit moins bien à l'école.",B1
912,Ils boivent de l'eau avec des glaçons.,A1
913,"Pour d'autres, pas le choix",A2
914,Armel Le Cléac'h arrive cet après-midi au large des Sables d'Olonne,C1
915,"On disait qu'une princesse polonaise, l'écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, en était devenue amoureuse.",C1
916,"Le port à la ceinture aussi, de même que la ""panoplie de la frimeuse accomplie"", décrite en ces termes : ""Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable."".",B2
917,Le repos hebdomadaire n'entrera vraiment dans les moeurs qu'après la Grande Guerre.,C2
918,T'as pas honte.,A2
919,"L'arme était à mi-hauteur lorsque la louve, comme mue par un ressort, fit un bond de côté et disparut derrière le bosquet de sapins.",C1
920,"On le fête avec ses amis ou sa famille, et on souhaite ""bonne année",A2
921,Car l'enfant grand n'a pas le droit de partager la nourriture des hommes.,A2
922,Je ne suporte pas les plats gras.,A2
923,Je n'ai qu'un jour pour visiter Paris,B1
924,Les capacités intellectuelles masculines et féminines sont en moyenne les mêmes.,B2
925,"Les individus pensent avoir perçu un signal indiquant un appel entrant, un message ou une notification, alors qu'en fait, rien n'a été émis.",B2
926,"Pourtant, il reste, dans le monde de la science, quelques domaines qui semblent réservés aux hommes.",B2
927,J'aime beaucoup lire et je nage très bien,A1
928,"Merci beaucoup Anne pour cette histoire, j'ai appris pas mal de nouveau vocabulaire.",B1
929,"Sur le midi, la pluie à verse continuant toujours, Fabrice entendit le bruit du canon ; ce bonheur lui fit oublier tout à fait les affreux moments de désespoir que venait de lui donner cette prison si injuste.",C1
930,Merci de me remplacer pour servir les clients au magasin.,A2
931,"Fabrice était le savant de la troupe, et l'on passait la plusieurs heures fort gaiement, loin des espions.",C1
932,Il croyait que nous avions raison.,A2
933,Ils sont allés en vacances l'été dernier,A2
934,Je vous soigne si vous avez mal aux dents.,A2
935,Ce que je sais par contre c'est que beaucoup de jeunes restent sur le carreau.,A2
936,"Je suis très gourmande, et j'adore également l'automne à cause de ses fruits et légumes de saison",A1
937,Je voudrais poser une question.,A1
938,"Mes peines : une peine est un chagrin, une douleur, un malheur.",B1
939,"Au cours des années 1970 et 1980, plusieurs groupes d'environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",C1
940,"Car comportement excessif rime avec culpabilité, culpabilité avec perte d'estime de soi et perte d'estime avec fuite dans les excès.",C2
941,Venez profitez du studio d'enregistrement et de la salle de répétitions !,B1
942,"Léonard de Vinci est employé comme architecte et ingénieur militaire par les Vénitiens, qui cherchent à protéger leur cité.",C1
943,Je vous remercie tous les trois.,A2
944,Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en durant lequel nous nous étions beaucoup déplacés en caravane.,C2
945,"C'est ma voiture, nous avons un frigo, un congélateur, des sacs de couchage, des oreillers, on a aussi de la nourriture, et là-bas c'est la voiture de mon mari",B1
946,"Anne, 52 ans, a vécu cette libération.",C1
947,Et c'est efficace ?,A1
948,"A quel animal, le berger demande-t-il de l'aide ?",A2
949,"Merci Gaio, Ne t'inquiète pas, fais à ton rythme.",A2
950,Vous aimez votre travail ?,A1
951,"Le lundi, David reste toute la journée à l'école.",A2
952,En seconde.,A1
953,La journée est longue pour lui,A2
954,"Ne te couche pas trop tard, tu vas à l'école demain.",A1
955,"Premièrement, comme les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable que la nôtre.",C1
956,Il faut les fabriquer.,B1
957,"Sollicitée, elle n'a pas répondu aux multiples requêtes de l'AFP pour commenter ces évènements.",C1
958,où ce moyen de transport est-il voué à s'installer durablement dans le paysage urbain,B2
959,Dans l'intérêt d'une sécurité optimale pour le bénéficiaire elles sont toutefois indispensables.,C1
960,C'est maintenant ou jamais.,A2
961,C'est déjà ça.,A1
962,Le réalisateur m'a d'abord demandé de me mettre devant la caméra.,B1
963,Lucie a postulé pour travailler comme monitrice dans un camps de vacances international cet été.,B2
964,Cet indicateur reflète le niveau de sollicitation des réanimations mais aussi le niveau de tension sur les capacités hospitalières en réanimation.,C1
965,J'aime la musique classique et le rock.,A1
966,"Le lendemain il questionna les bûcherons : ceux-ci lui apprirent que, d'après une très ancienne légende, une Enchanteresse était endormie au centre de la forêt mystérieuse, attendant d'être réveillée.",B2
967,C'est pourquoi la définition de métriques des actifs intangibles et des connaissances ainsi que de normes sur la question permettant la comparaison d'entreprises apparaît comme un enjeu pour les entreprises,C2
968,Vous devez revenir au bureau pour la réunion avec le directeur de l'entreprise Nysol.,A2
969,"Outre que cela favoriserait notre épanouissement, un peu de paresse sauverait-il le monde ?",C1
970,"On a pris les deux et on a des trucs à grignoter, car on ne sait pas combien de temps on va rester ici",A2
971,D'autre part les pays détenant une partie de la forêt tropicale en font une source de revenus optimale à court terme.,B2
972,"Le jeudi et le vendredi, je reste chez moi et je travaille à la maison",A1
973,Nous n'achetons pas de vin,A1
974,Je suis photographe,A1
975,Je suis complètement en sécurité car j'ai une entière confiance en lui.,B1
976,"Le tout reposait sur une conscience claire, du moins chez les élites, de l'appartenance à une civilisation communce, conçue d'ailleurs comme indépassable et comme la seule vraie civilisation, fondée sur les valeurs du christianisme mais aussi du libéralisme des Lumières.",C2
977,Vous avez des enfants ?,A1
978,Je suis triste sans elle.,A1
979,"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre",B1
980,Je suis restée quatre semaines à Boston dans une famille.,A2
981,"La société SpaceX est fondée en 2002 par Elon Musk, devenu multimillionnaire en revendant l'entreprise PayPal.",B2
982,"La vie en France est très différente de celle au Canada. Ici, il fait toujours chaud.",A2
983,"Contrairement à d'autres tribunaux compétents en matière constitutionnelle tels que la Cour suprême des États-Unis, le Conseil constitutionnel français ne se situe au sommet d'aucune hiérarchie de tribunaux, ni judiciaires ni administratifs.",C1
984,"On a beau dire, mais la France ça reste quand même le pays des 400 fromages.",B1
985,"Un ange de l'hospitalité, envoyé par le prophète vient sauver le pacha.",B1
986,"Je l'aide en français et elle me donne un coup de main en anglais, parce que ce n'est pas ma matière préférée .",B1
987,"Si tu portes un nom arabe, tu as plus de mal à trouver du travail que si tu t'appelles François ou Sylvie.",A2
988,Le spectacle était épouvantable et charmant.,B2
989,"Mais, une heure après, l'adjudant du régiment passant à portée du bivouac, les soldats allèrent lui raconter l'arrivée de cet étranger parlant mal français.",C1
990,"Premièrement, la source de l'illusion humaine du libre arbitre est l'ignorance des causes qui nous poussent à agir",C2
991,"Quand j'ai attteint mes 1 ans et demi, j'ai appris à marcher de manière autonome et assurée.",B1
992,C'est un médicament qui est très bon pour soigner les problèmes d'estomac.,B1
993,Il m'a donné un coup de poing dans la figure.,B1
994,"Bonjour, un café s'il vous plaît.",A1
995,Il passe la matinée au Mucem qui est un musée récent et très connu,B1
996,"Une foule se forme à la sortie du théâtre et se lance dans une série de mises à sac de demeures appartenant à des représentants de l'autorité royale, avant d'être réprimée dans le sang par l'infanterie",A2
997,"Bien qu'ayant évoluée, la formation apparait inadéquate aux professionnelles qui entretiennent avec elle un rapport ambigu.",C1
998,Je ne comprends pas ta question.,A1
999,"Lorsqu'elle me vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ?",C2
1000,"Quand j'allais à la déchetterie, mes amis étaient sceptiques, certains me pensaient même un peu folle.",B2
1001,"Faute de temps, nous n'avons pas pu visiter le musée d'art contemporain.",B1
1002,"Les mois de mars et avril passent en accéléré : procès, rendez-vous médicaux, concerts, ballets, devoirs et match de baseball s'enchaînent à une vitesse incroyable, et pendant tout ce temps, le ventre de Chelsea ne cesse de s'étirer.",B2
1003,"Le comte de P *** était absent * Les combats que j'avais livrés longtemps à mon propre caractère, l'impatience que j'éprouvais de n'avoir pu le surmonter, mon incertitude sur le succès de ma tentative, jetèrent dans ma lettre une agitation qui ressemblait fort à l'amour.",C2
1004,"Candide, plus ému encore de compassion que d'horreur, donna à cet épouvantable gueux les deux florins qu'il avait reçus de son honnête anabaptiste Jacques.",C1
1005,On réinvente le dimanche dans une perspective laïque.,C1
1006,Moi je m'appelle Lien.,A1
1007,"Votre place, aujourd'hui, là, voyons, entre nous, vous a coûté combien ?",A2
1008,Je m'entends à peine penser !,A2
1009,Comment tu parles de ton père ?,A2
1010,Des chorales chantent sur le parvis rappelant que cette fête est à l'origine une fête religieuse,B2
1011,Je mange souvent une salade ou un sandwich dans mon bureau.,A1
1012,"Le lendemain, en se promenant, il rencontra un gueux tout couvert de pustules, les yeux morts, le bout du nez rongé, la bouche de travers, les dents noires, et parlant de la gorge, tourmenté d'une toux violente et crachant une dent à chaque effort.",C1
1013,"Longtemps, la France a répondu non.",B1
1014,"Depuis 1975 l'établissement public a protégé quoi, à peu près 10% du linéaire côtier du béton.",C1
1015,"Pour le mariage mixte, le choc culturel est presque certain.",B2
1016,"Lorsqu'une culture est assimilée par une autre, la langue menacée subit un processus qui passe généralement par trois étapes.",C1
1017,"Pourtant, beaucoup de filles s'estiment bonnes en maths , mais n'ont jamais envisagé d'y faire carrière ; un premier indice expliquant peut-être le faible nombre de femmes en mathématiques.",B2
1018,Est-ce que le professeur Omar est libre ?,A1
1019,"Les préférences se tournèrent alors plutôt vers l'automobile, qui permettait de transporter plusieurs personnes protégées de la pluie, du vent et de la saleté.",B2
1020,"La gorge ronde des mannequins gonflait l'étoffe, les hanches fortes exagéraient la finesse de la taille, la tête absente était remplacée par une grande étiquette, piquée avec une épingle dans le molleton rouge du col ; tandis que les glaces, aux deux côtés de la vitrine, par un jeu calculé, les reflétaient et les multipliaient sans fin, peuplaient la rue de ces belles femmes à vendre, et qui portaient des prix en gros chiffres, à la place des têtes.",C2
1021,"Du surgelé, du réchauffé, du périmé et pire encore : de l'industrialisé se faisant passer pour du traditionnel !",B2
1022,"Rencontrant dans mon cours de biologie une notion complexe, je descendis pour aller demander à mon père d'éclairer ma lanterne.",C2
1023,je me réveille tous les jpurs à 6 heures et quart.,A1
1024,L'idée de base en commande référencée vision consiste a considérer un système de vision comme un capteur particulier associé à une tâche et inséré dans une boucle de commande.,C1
1025,L'objectif de ce type de voyage est d'être actif et non pas un touriste passif qui visite sans vraiment découvrir la vie et les habitudes locales.,B1
1026,Les hommes sont dépeints comme des amants incroyables et insatiables au lit.,C1
1027,Les vélos furent remplacés par les vélomoteurs et des motocyclettes plus commodes et moins chères que les automobiles.,B2
1028,"Quand elle s'amusait dans la conversation, ses yeux se tournaient naturellement vers moi.",C2
1029,"Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte.",C1
1030,"Mes paroles amères furent considérées comme des preuves d'une Âme haineuse, mes plaisanteries comme des attentats contre tout ce qu'il y avait de plus respectable.",C2
1031,"Ils se réfugient au Wyoming tandis que les tribus indiennes, affamées et épuisées, se rendent.",C1
1032,Il fait un temps magnifique et nous avons des milliers de choses à faire !,A1
1033,Les micro-changements apportés par ce type d'union sont capables d'annoncer de profonds changements sociaux.,B2
1034,"Et par rapport à toute cette frénésie, on a besoin de prendre du recul",A2
1035,"Les rythmes de vie, les coutumes vestimentaires, les manières d'habiter, bref toutes les normes mondialisées de la vie quotidiennes, même si elles peuvent être localement battues en brèche, ont une histoire enracinée dans l'Occident.",C1
1036,"Depuis quelques semaines, le gouvernement français tente de réformer le régime des retraites.",B2
1037,"La famille cultive un potager dans sa cour depuis plusieurs années, mais c'est la première fois qu'elle expérimente les semis intérieurs.",B2
1038,Il va beaucoup mieux depuis qu'il a changé de travail.,A2
1039,J'ai promis de dire la vérité au juge.,A2
1040,"Aussi, la journée du 16 octobre est-elle centrée sur une ""alliance internationale contre la faim"", qui devrait, espère la FAO, jouer un rôle de catalyseur, en mettant en commun les forces de chacun : producteurs d'aliments, consommateurs, organisations internationales, industries agroalimentaires, scientifiques, bailleurs de fonds, groupes religieux et organisations non gouvernementales.",C1
1041,"Hé bien, il faut remonter en 1534 pour en trouver l'origine quand le navigateur Jacques Cartier découvre le Québec",C1
1042,"Richard Castelli Les machines robots ou non remplacent déjà beaucoup d'humains, mais on a oublié que c'étaient eux qui effectuaient ces travaux auparavant.",B2
1043,Je vous demanderai de tout lui montrer et de le seconder cette semaine.,B1
1044,"Pour chaque histoire, j'écoute l'audio et dans le même moment j'écris ce que je comprends.",B1
1045,"D'autres, comme le Front de Libération des Animaux (Animal Liberation Front), considèrent la chose du point de vue animal et soutiennent que les animaux ne doivent pas être considérés comme des 'ressources renouvelables' assujetties à l'exploitation humaine.",C1
1046,"Nous passions les grandes vacances à Valras, dans le sud de la France",A2
1047,"Pour aller à la mairie, s'il vous plaît ?",A1
1048,"Dans le ciel, les mouettes tournoyaient et s'interpellaient bruyamment, leurs cris se mêlaient au vrombissement des bateaux à moteur qui sillonnaient l'archipel.",C2
1049,"Une fille super, quoi ! J'ai tout de suite eu envie de devenir son ami.",A2
1050,"D'une part, la hausse des agressions sexuelles contre les adolescentes, à l'intérieur même des établissements.",C1
1051,Ces nouvelles tensions interviennent après une journée de répression meurtrière dimanche avec au moins 18 manifestants tué.,B2
1052,Alors se modifièrent rapidement les règles sévères qu'elle m'avait prescrites.,C2
1053,"La région qui avait déjà été touchée par un ouragan, du nom d'Eta, c'était il y a deux semaines",A2
