id,sentence,difficulty
880,"Il apprit à courir, à lutter, à sauter, à lancer au loin de lourdes pierres, à franchir les murs, à frapper des deux mains, à dresser de jeunes chevaux, à franchir à la nage les rivières.",B2
890,Mais croyez-vous pour autant que ce monde n'a pas besoin d'apprendre la tolérance ?,B1
893,"Les broches également, très pratiques aussi, en les accumulant, et les petits boléros par-dessus",B2
896,"Ensuite, nous sortions pour notre promenade au parc, où nous retrouvions quelques amis",B1
898,Marie et Laurent se furent téléphoné tous les jours dès les premières heures de l'aube.,B2
900,"Il était temps pour eux de migrer vers l'Afrique, en attendant le prochain été.",B1
901,"L'oeuf pondu le vendredi saint préservait de la foudre, mangé il garantissait de la fièvre ou de la rage.",B2
906,C'était pour moi une question de vie ou de mort.,B1
912,Combien y a-t-il eu d'expéditions dans la forêt ?,B1
914,"Pour la plupart des observateurs, cela devait paraître une façon extrêmement imprudente et dangereuse de gérer une entreprise.",B2
916,"Le berger pensa à sa femme, et descendit la montagne aussi vite que possible, car il avait peur d' être grondé parce qu'il était resté si longtemps absent.",B1
917,Il y a une espèce de frénésie dans l'information,B2
921,Son allure donne l'impression que personne ne peut la séduire.,B1
922,"Tourmenté par sa femme et par le beau monsieur, le berger raconta enfin tout ce qui lui était arrivé.",B1
923,On trouve trois cent mille occurrences sur Google.,B2
925,"Et bonne humeur pour finir, avec la charade habituelle du soir",B2
926,"Fabrice prit la poste, passa le Saint-Gothard ; son voyage fut rapide, et il entra en France par Pontarlier.",B2
935,"""Quand j'ai appris la nouvelle, je me suis dit : 'On va s'entretuer'"", rapporte-t-elle au quotidien économique américain.",B1
936,"Figurez-vous tous ces pauvres gens, entassés dans un logement insalubre, sous un plafond qui menace de s'effondrer à tout moment",B2
940,"En mourant, elles emportent avec elles tout un savoir traditionnel sur l'environnement.",B2
942,Leur préservation est une affaire urgente.,B2
948,"Le télévendeur travaille à temps plein, à temps partiel ou en complément d'une autre activité.",B1
951,"Ces pratiques de bon sens ne nous épargneront pas une analyse plus approfondie des raisons pour lesquelles les usagers sont si fortement attachés à Internet, aux réseaux sociaux et au smartphone et pourquoi ils ont une telle crainte de ne plus pouvoir les utiliser.",B2
952,"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffisamment appliquée parce qu'aucune sanction n'est prévue.",B2
958,"Pour beaucoup de jeunes, l'établissement scolaire permet de gagner sa liberté et son autonomie.",B2
960,Tu envoyais un message à tes amis chaque soir avant de te coucher.,B1
962,De nombreux opposants au projet se sont rassemblés en dépit de l'interdiction de manifester.,B2
969,Je te présente Sophie dont je t'ai souvent parlé laquelle expose ses oeuvre à la Ventooz'Art.,B2
974,"Il parut inquiet, il ne comprenait pas le mot quibus.",B1
975,C'est une question de point de vue.,B1
976,"Après quelques années, des confiseries, des décorations de vitrines, des paquets de gâteaux à l'effigie de citrouille et de sorcière vont rendre l'événement plus visible dans l'Hexagone",B2
985,Vous allez piloter ce fichu avion et m'amener en Amérique du Sud.,B1
995,Or les républicains veulent aussi accomplir des choses.,B2
997,"Le cadre était enchanteur, la nourriture exquise, et on ne pouvait rêver meilleure soirée pour clôturer des vacances idylliques",B2
998,"Pour se déplacer, il y a des bus, des vélos et un métro.",B1
999,"La Hongrie, la Slovaquie et la Pologne font appel à la Russie et la Chine.",B2
1000,"Il y a aussi quelques arbres fruitiers comme un cerisier, un pommier, un abricotier, . mais aussi des fraisiers : je me régale et je fais le plein de vitamines !",B1
1001,J'accepte cette mission à condition que vous me laissiez carte blanche.,B1
1002,La fin des obligations professionnelles donne la possibilité de retour au pays d'origine du conjoint non belge.,B2
1004,"Sur les fenêtres des maisons, des cloches, des étoiles et des traîneaux ont été peints",B2
1005,Nous allons rater cette affaire à moins de baisser nos prix.,B1
1007,lls la détestaient à cause de ce que sa mère avait fait.,B1
1013,"Pour éviter un oubli, vous pouvez consulter le Guide des formalités en ligne sur le site internet, rubrique Formalités en ligne et modifications pour retrouver toutes les informations utiles.",B2
1015,L'air chauffé par la couche extérieure s'élève à l'intérieur et s'évacue par l'encolure.,B1
1016,"Noël approche, les enfants attendent ce moment avec impatience",B1
1017,"Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée",B1
1018,Qui propose un travail de serveur ?,B1
1020,"Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants, c'est très fatigant et agaçant",B1
1022,"Et bien sûr, nous irons faire du shopping à Oxford Street et dans le quartier de Covent Garden",B1
1023,Nous ne privons plus du bonheur de manger,B1
1024,Il a cherché ses amis dans la foule de suporters.,B1
1026,"Mais pour les visiteurs et les professionnels, c'est également l'occasion de découvrir les dernières innovations, et surtout de goûter les créations des chefs pâtissiers et chocolatiers",B2
1027,"Posé sur la comète ""Tchouri"" à plus de 500 millions de kilomètres de la Terre, Philae, à cours d'énergie ""va s'assoupir sous peu"", a déclaré dans la nuit de vendredi à samedi à l'AFP le CNES, l'agence spatiale française.",B2
1028,"Ce week-end, nous signerons le contrat sauf s'il y a un contretemps.",B1
1031,"Un jour, Cunégonde, en se promenant auprès du château, dans le petit bois qu'on appelait parc, vit entre des broussailles le docteur Pangloss qui donnait une leçon de physique expérimentale à la femme de chambre de sa mère, petite brune très jolie et très docile.",B2
1038,"À la sortie du Covid, tout était annulé, un peu compliqué, on a eu vraiment très peur et ben, c'est parti du jour au lendemain.",B1
1040,"J'enverrai la facture, il la paiera aussitôt qu'il la recevra",B1
1044,"Intéressons-nous plutôt à ces fromages qui font la fierté des terroirs français, ces 45 fromages dont l'appellation d'origine est protégée : les AOP.",B2
1046,"Les installations de gaz datent de 1960, la mairie va procéder à une rénovation du quartier.",B2
1052,"Si tu voulais, tu pouvais te joindre à la manifestation populaire.",B1
1055,"Un nouveau réservoir d'eau claire de 200 litres conservera l'eau, mieux que des barils de chêne.",B2
1056,"Colette eut des funérailles nationales lors de sa mort en 1954 et est enterrée auprès de sa fille, au cimetière du Père-Lachaise à Paris.",B2
1058,"Pour Halloween, on se déguise de manière effrayante : costume de fantôme, de sorcière, de monstre, de vampire. L'intérieur des maisons et les vitrines des magasins sont décorés avec des citrouilles, des personnages et des objets effrayants tels le cercueil, le chapeau de sorcière, la chauve souris, l'araignée, la toile d'araignée, le chat noir, etc",B2
1062,"Quand le berger revint à lui , il vit qu'il était sur la montagne, et au bout de quelques minutes il s'aperçut qu'il avait fait un mauvais rêve, car son chien était à côté de lui, les moutons autour de lui, et c'était en automne tout comme quand il s'était endormi quelques heures avant.",B1
1064,Les armoires métalliques encastrées dans les murs étaient remplies de DVD de données étiquetés avec soin.,B2
1066,"Tout d'abord, un peu de modestie serait la bienvenue !",B1
1067,"Vous avez la marionnette à gaine, celle que nous faisons surtout ici, qui est manipulée avec les mains.",B1
1068,"Au commencement du souper, elle était rêveuse.",B2
1069,Cette personne que tu as rencontrée hier au restaurant et dont t'as parlé Paul est dangereuse,B1
1070,Les Européens n'avaient pas été les seuls à se lancer dans des aventures maritimes au très long cours au début du XVe siècle.,B2
1071,"Le cheveu, naturellement, il a une très bonne capacité d'absorption, il a de très bonnes capacités de rétention et il a une bonne flottabilité",B2
1073,Un enfant peut avoir parfois l'impression d'avoir complètement oublié une connaissance acquise durant l'année scolaire,B1
1074,"Selon l'une des nombreuses données statistiques auxquelles nous avons accès aujourd'hui, nombre d'entre nous fouillent dans le portable de leur partenaire pour y dénicher des preuves d'infidélité",B2
1083,La dématérialisation fait désormais partie du quotidien !,B2
1085,"Dans sa tête, le bruit de bottes des soldats allemands résonna.",B2
1090,"J'ai grandi dans une famille binationale, mon père est français et ma mère vient du Royaume Uni, donc je suis parfaitement bilingue",B1
1091,J'ai visité une maison dont j'ai oublié l'adresse,B1
1093,"Mais les archéologues notent tout de même qu'ils ont été enterrés avec soin, voire avec amour, notamment dans la disposition des corps, qui rappelle des animaux endormis.",B2
1094,"Quant à ma grande passion, l'art contemporain, elle est née lors d'une visite au musée d'art moderne de New York, puis de la ""Phillips Collection"" à Washington DC quand j'avais 18 ans.",B2
1095,Le temps est loin où les explorateurs découvraient des îles désertes avec des plages de sable fin.,B2
1096,"Seules exceptions les sacs pour la vente de viande ou de poisson, ou encore dans les restaurants pour la nourriture à emporter",B2
1098,Y a moyen de moyenner.,B1
1102,"Alors que la Seconde Guerre mondiale est sur le point d'éclater, le peintre y raconte l'histoire de sa vie : ses racines juives, son parcours, sa peur d'une nouvelle guerre, mais surtout, son amour, toujours grandissant, pour Bella Rosenfeld, son épouse, sa muse.",B2
1103,Les mouches achalent le bétail.,B2
1107,"Mais surtout, ce sourire-là était spécialement pour moi.",B1
1108,La cuisine est classique et à base de produits régionaux.,B1
1112,"La chine étant un pays immense, la qualité entre les hôpitaux des différentes régions est énorme.",B2
1113,L'ange lui dit de renoncer à la richesse et aux honneurs.,B2
1114,"Par exemple, je suis allée dans une librairie et, arrêté devant celle-ci, au volant de sa voiture, il y avait Leonardo DiCaprio.",B1
1118,"Si vous désirez des informations supplémentaires, vous m'enverrez un courriel en recommendé.",B2
1123,"Vous êtes les citoyens de demain et nous devons vous donner de bonnes bases, non seulement pour vous préparer face au monde moderne mais aussi pour que vous fassiez changer ce monde.",B2
1127,De quelle personne le voyageur est-il le favori ?,B1
1128,"On le fête avec ses amis ou sa famille, et on souhaite ""bonne année !"" à ses proches.",B1
1129,La comédienne a répondu depuis son appartement parisien aux questions de la journaliste et productrice Géraldine Sarratia.,B2
1134,Tu as détesté ce restaurant parce que la nourriture était très épicée.,B1
1136,"Lors de cette fête nationale, les Thaïlandais offrent à leur maman un bouquet de jasmin, dont la blancheur rappelle la pureté de l'amour d'une mère pour son enfant.",B2
1137,Félix n'arrête pas de manger des bredele (des biscuits spéciaux d'ici),B1
1138,"Je ne sais pas où est sa mère, ni même si elle vit encore, je ne sais pas si elle a des frères et des soeurs quelque part, je ne sais pas ce que fait son père.",B1
1139,Personne n'a échoué: ils ont tous réussi.,B1
1141,"Elle entraîne dans l'entreprise ou la collectivité une augmentation de la part prise par le vélo dans les différents modes de transport de 125 % après un an , affirmait récemment l'Ademe .",B2
1146,"Tous se disent actifs, se sentent jeunes et le sont.",B2
1148,"Cet été, ils ont été particulièrement vigilants au choix de leur logement pour qu'il soit le plus adapté au contexte sanitaire.",B2
1153,Il est dangereux de conduire sans ceinture de sécurité.,B1
1155,"De plus, les langues n'ont pas la même image dans la société.",B1
1159,Il est difficile d'imaginer un accent trop fort pour présenter un journal national.,B1
1162,"En cas de non-respect, les policiers peuvent les conduire au commissariat ou chez leurs parents, avec le risque d'une amende pour la famille.",B1
1165,"Interrogés sur les qualités à valoriser dans l'éducation des enfants, les Français donnent la priorité à la tolérance et au respect des autres, considérés par plus de huit Français sur dix comme des qualités particulièrement importantes.",B2
1168,"C'est donc une méthode qui suppose une capacité d'écoute, de réflexion et une bonne disposition d'esprit.",B1
1169,"Un habitat aéré plutôt que calfeutré Dans les déserts chauds, contrairement aux environnements froids, le but n'est pas tant de se calfeutrer, à moins de trouver refuge dans une habitation faite de matériaux isolants, comme la pierre, que de trouver un abri aéré.",B2
1171,"Si j'étais bon en biologie, je ferais des études de médecine Mais ce n'est pas le cas",B1
1172,"Cela s'appellecahier de vacances, et 4, 5 millions d'écoliers et d'élèves n'ont d'autre solution que de lui trouverune place dans leur valise.",B2
1173,"Or, il y a eu des pères modernes avant la génération actuelle.",B2
1175,Le nombre de manifestants varie d'une année à l'autre selon la popularité du gouvernement en place.,B2
1177,Quel est l'état d'esprit du pêcheur après être allé en ville ?,B1
1183,"Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril",B1
1184,"La connexion permanente, notamment aux réseaux sociaux la rassurerait quant à son insertion et lui donnerait alors l'impression qu'elle est un acteur socialement central et important.",B2
1188,La classe inversée de Saint-Brieuc n'est sans doute pas celle de Paris.,B1
1189,"J'écoute la radio, on réussit à avoir des informations, et jusqu'ici on a toujours une couverture téléphonique",B1
1190,"Si elle avait été suffisament investie, elle aurait sans doute mieux réussi professionnellement et dans la vie.",B2
1195,"C'est un phénomène qui trouve une accélération formidable cette année, du fait d'un public qui a besoin de se réapproprier la nature.",B1
1198,Ils deviennent dangereux pour notre économie.,B2
1199,Son succès a généré beaucoup de réactions négatives.,B2
